IdRegistro,Fecha,Mes,Hogar,TipoVivienda,ZonaClimatica,DispositivosActivos,ConsumoBase_kWh,ConsumoExtra_kWh,Tarifa,Precio_kWh,CosteDiario,PicoDemanda
296,2024-06-11,6,H012,Adosado,Centro,8.0,4.38,1.94,B,0.18,1.14,No
297,2024-07-26,7,H037,Adosado,Sur,9.0,5.47,5.04,A,0.2,2.1,No
298,2024-06-17,6,H002,Chalet,Centro,11.0,6.7,2.62,A,0.2,1.86,No
299,2024-06-09,6,H054,Chalet,Sur,10.0,7.73,4.55,B,0.18,2.21,No
300,2024-03-08,3,H056,Chalet,Centro,11.0,7.55,1.73,C,0.23,2.13,No
301,2024-10-15,10,H018,Piso,Costa,5.0,4.21,4.18,A,0.2,,No
302,2024-10-03,10,H054,Piso,Centro,6.0,4.52,4.23,C,0.23,2.01,No
303,2024-10-30,10,H038,Piso,Sur,9.0,2.62,3.63,C,0.23,1.44,No
304,2024-05-14,5,H033,Piso,Norte,5.0,3.86,3.74,B,0.18,1.37,No
305,2024-07-13,7,H009,Piso,Sur,7.0,3.81,4.41,A,0.2,1.64,No
306,2024-05-07,5,H015,Chalet,Norte,11.0,7.37,2.76,B,0.18,1.82,No
307,2024-02-02,2,H028,Chalet,Costa,13.0,6.48,1.85,B,0.18,,No
308,2024-06-24,6,H008,Piso,Costa,7.0,4.73,2.93,B,0.18,1.38,No
309,2024-01-22,1,H060,Piso,Centro,8.0,4.14,1.65,B,0.18,1.04,No
310,2024-08-25,8,H046,Piso,Centro,7.0,2.44,2.96,A,0.2,1.08,No
311,2024-06-06,6,H036,Piso,Centro,6.0,5.19,1.58,B,0.18,1.22,No
312,2024-02-07,2,H039,Piso,Sur,6.0,3.24,4.53,B,0.18,1.4,No
313,2024-08-17,8,H052,Piso,Centro,6.0,4.66,2.27,C,0.23,1.59,No
314,2024-12-30,12,H008,Piso,Sur,6.0,3.2,,B,0.18,1.06,No
315,2024-02-20,2,H042,Piso,Norte,8.0,3.35,3.45,B,0.18,1.22,No
316,2024-09-20,9,H050,Piso,Sur,5.0,2.85,2.06,B,0.18,0.88,Sí
317,2024-10-09,10,H050,Piso,Norte,9.0,4.91,2.72,A,0.2,1.53,No
318,2024-01-27,1,H019,Piso,Costa,6.0,3.05,2.16,B,0.18,0.94,No
319,2024-08-13,8,H004,Piso,Norte,8.0,3.43,3.38,A,0.2,1.36,No
320,2024-10-03,10,H027,Piso,Sur,6.0,3.34,2.53,A,0.2,1.17,No
321,2024-10-12,10,H013,Adosado,Sur,9.0,6.15,3.83,A,0.2,2.0,No
322,2024-04-06,4,H038,Chalet,Costa,12.0,7.98,3.54,A,0.2,2.3,No
323,2024-10-10,10,H021,Piso,Norte,9.0,3.75,4.21,A,0.2,1.59,No
324,2024-11-12,11,H026,Piso,Centro,7.0,4.93,1.99,A,0.2,1.38,No
325,2024-10-30,10,H045,Piso,Norte,9.0,3.89,3.1,C,0.23,1.61,Sí
326,2024-05-26,5,H058,Piso,Norte,7.0,3.88,4.55,B,0.18,1.52,No
327,2024-01-04,1,H023,Piso,Sur,6.0,4.7,3.1,A,0.2,1.56,No
328,2024-02-04,2,H054,Piso,Costa,6.0,4.27,1.98,B,0.18,1.12,No
329,2024-07-10,7,H030,Piso,Norte,8.0,3.97,,A,0.2,1.43,Sí
330,2024-02-18,2,H031,Adosado,Centro,9.0,6.1,3.12,A,0.2,1.84,No
331,2024-01-17,1,H031,Estudio,Centro,6.0,2.49,3.61,A,0.2,1.22,No
332,2024-06-20,6,H016,Chalet,Norte,12.0,8.11,3.27,A,0.2,2.28,No
333,2024-08-07,8,H052,Adosado,Sur,9.0,5.36,6.65,B,0.18,2.16,No
334,2024-06-06,6,H059,Piso,Norte,6.0,3.71,3.55,C,0.23,1.67,Sí
335,2024-02-15,2,H042,Chalet,Costa,11.0,8.29,2.85,A,0.2,2.23,No
336,2024-01-06,1,H041,Piso,Centro,5.0,4.32,2.01,A,0.2,1.27,No
337,2024-04-08,4,H007,Estudio,Costa,4.0,1.56,1.66,B,0.18,0.58,No
338,2024-08-20,8,H017,Chalet,Sur,10.0,6.87,3.76,B,0.18,1.91,No
339,2024-02-06,2,H024,Piso,Sur,8.0,3.83,3.54,A,0.2,1.47,No
340,2024-10-06,10,H020,Adosado,Centro,7.0,5.55,3.4,C,0.23,2.06,No
341,2024-12-14,12,H039,Piso,Sur,7.0,3.42,6.07,B,0.18,1.71,No
342,2024-10-28,10,H027,Piso,Centro,6.0,3.26,1.75,A,0.2,1.0,No
343,2024-06-29,6,H002,Adosado,Norte,12.0,5.0,3.0,A,0.2,1.6,Sí
344,2024-04-04,4,H060,Piso,Costa,6.0,3.75,2.76,B,0.18,1.17,No
345,2024-04-08,4,H051,Chalet,Centro,11.0,6.93,3.23,B,0.18,1.83,No
346,2024-07-06,7,H001,Piso,Costa,5.0,4.54,1.63,C,0.23,1.42,No
347,2024-04-25,4,H034,Piso,Centro,9.0,3.81,2.22,A,0.2,1.21,No
348,2024-07-09,7,H027,Adosado,Norte,7.0,5.21,3.45,B,0.18,1.56,No
349,2024-09-09,9,H037,Estudio,Sur,6.0,3.58,,A,0.2,1.27,No
350,2024-06-09,6,H050,Piso,Norte,5.0,5.12,3.0,B,0.18,1.46,Sí
351,2024-09-12,9,H006,Piso,Norte,8.0,4.88,3.07,C,0.23,1.83,No
352,2024-11-18,11,H038,Chalet,Centro,11.0,7.32,1.75,A,0.2,1.81,No
353,2024-05-07,5,H054,Chalet,Sur,15.0,8.29,2.46,A,0.2,2.15,No
354,2024-01-18,1,H060,Chalet,Centro,14.0,7.13,2.6,B,0.18,1.75,Sí
355,2024-10-07,10,H027,Adosado,Centro,8.0,4.75,1.71,B,0.18,1.16,No
356,2024-08-10,8,H048,Adosado,Centro,9.0,5.99,3.49,A,0.2,1.9,No
357,2024-02-23,2,H016,Piso,Norte,7.0,4.26,4.38,A,0.2,1.73,No
358,2024-02-27,2,H035,Piso,Sur,8.0,4.7,2.22,C,0.23,1.59,No
359,2024-11-18,11,H027,Piso,Norte,7.0,4.04,3.02,C,0.23,1.62,No
360,2024-12-25,12,H035,Chalet,Centro,13.0,7.51,1.88,B,0.18,1.69,No
361,2024-06-22,6,H058,Estudio,Costa,3.0,2.56,2.57,B,0.18,0.92,No
362,2024-10-06,10,H055,Chalet,Costa,12.0,7.71,1.76,B,0.18,1.7,No
363,2024-04-23,4,H036,Chalet,Sur,12.0,7.28,3.58,B,0.18,1.95,No
364,2024-10-14,10,H038,Adosado,Costa,9.0,5.8,2.65,A,0.2,1.69,Sí
365,2024-12-07,12,H028,Piso,Sur,5.0,5.63,2.07,C,0.23,1.77,No
366,2024-05-30,5,H056,Piso,Sur,8.0,3.66,5.23,B,0.18,1.6,No
367,2024-05-06,5,H003,Piso,Norte,10.0,4.95,3.37,A,0.2,1.66,No
368,2024-06-03,6,H057,Estudio,Centro,5.0,1.99,4.01,A,0.2,1.2,No
369,2024-09-29,9,H041,Adosado,Norte,9.0,6.66,4.08,A,0.2,2.15,No
370,2024-04-13,4,H031,Chalet,Norte,15.0,6.98,3.32,B,0.18,1.85,No
371,2024-10-25,10,H003,Piso,Norte,6.0,2.98,2.61,A,0.2,1.12,No
372,2024-09-02,9,H038,Chalet,Norte,12.0,7.57,2.78,A,0.2,2.07,No
373,2024-06-24,6,H053,Piso,Sur,6.0,3.92,3.19,C,0.23,1.64,No
374,2024-02-08,2,H052,Chalet,Centro,13.0,7.69,2.1,A,0.2,1.96,No
375,2024-06-18,6,H024,Piso,Norte,9.0,3.98,3.28,A,0.2,,No
376,2024-09-03,9,H026,Piso,Norte,9.0,4.14,3.6,C,0.23,1.78,No
377,2024-01-26,1,H041,Piso,Centro,8.0,4.86,2.69,A,0.2,1.51,No
378,2024-12-20,12,H047,Chalet,Sur,12.0,7.15,3.36,A,0.2,2.1,No
379,2024-11-01,11,H028,Chalet,Sur,11.0,7.35,,A,0.2,2.05,No
380,2024-01-13,1,H009,Piso,Costa,8.0,4.05,3.07,C,0.23,1.64,No
381,2024-11-11,11,H037,Adosado,Centro,8.0,5.15,2.47,A,0.2,1.52,No
382,2024-11-08,11,H053,Adosado,Norte,11.0,4.82,3.35,B,0.18,1.47,Sí
383,2024-02-05,2,H027,Adosado,Centro,8.0,5.52,1.79,B,0.18,,No
384,2024-06-21,6,H048,Chalet,Centro,12.0,7.63,1.57,B,0.18,1.66,No
385,2024-01-20,1,H003,Piso,Sur,7.0,3.27,2.96,B,0.18,1.12,No
386,2024-11-16,11,H041,Estudio,Sur,3.0,2.3,4.12,B,0.18,1.16,No
387,2024-09-20,9,H049,Piso,Norte,6.0,3.45,3.66,A,0.2,1.42,No
388,2024-05-21,5,H028,Piso,Sur,6.0,3.69,3.07,B,0.18,1.22,No
389,2024-05-22,5,H032,Chalet,Sur,12.0,8.3,5.1,B,0.18,2.41,No
390,2024-04-01,4,H035,Piso,Norte,7.0,5.0,4.31,C,0.23,2.14,No
391,2024-12-19,12,H007,Estudio,Sur,5.0,1.63,3.09,A,0.2,0.94,No
392,2024-11-17,11,H007,Chalet,Sur,12.0,7.63,3.75,A,0.2,2.28,No
393,2024-10-14,10,H021,Piso,Centro,8.0,4.57,2.74,B,0.18,1.32,No
394,2024-08-02,8,H032,Estudio,Costa,4.0,3.97,2.07,B,0.18,,No
395,2024-12-07,12,H038,Chalet,Sur,14.0,7.51,2.09,A,0.2,1.92,No
396,2024-02-20,2,H020,Chalet,Norte,11.0,8.34,,A,0.2,2.34,No
397,2024-06-01,6,H008,Piso,Centro,8.0,3.31,3.58,B,0.18,1.24,No
398,2024-07-04,7,H004,Adosado,Costa,8.0,6.07,2.46,B,0.18,1.54,No
399,2024-03-03,3,H026,Piso,Sur,8.0,4.27,3.11,B,0.18,1.33,No
400,2024-07-08,7,H015,Piso,Sur,10.0,4.79,,B,0.18,1.66,No
401,2024-05-04,5,H006,Chalet,Costa,11.0,8.36,2.36,B,0.18,1.93,No
402,2024-05-29,5,H048,Estudio,Norte,5.0,2.55,3.94,C,0.23,1.49,No
403,2024-11-09,11,H032,Piso,Norte,7.0,2.81,3.82,A,0.2,1.33,Sí
404,2024-02-27,2,H005,Piso,Centro,7.0,3.9,3.03,C,0.23,1.59,Sí
405,2024-12-07,12,H044,Adosado,Costa,8.0,7.02,2.14,C,0.23,2.11,No
406,2024-10-31,10,H046,Adosado,Centro,9.0,5.7,3.81,A,0.2,1.9,No
407,2024-06-28,6,H058,Piso,Costa,8.0,4.1,1.92,B,0.18,1.08,No
408,2024-06-18,6,H006,Adosado,Norte,10.0,5.53,2.84,C,0.23,1.93,No
409,2024-11-21,11,H003,Piso,Sur,6.0,3.95,2.76,C,0.23,1.54,No
410,2024-09-27,9,H029,Piso,Centro,7.0,4.25,3.41,B,0.18,1.38,Sí
411,2024-02-23,2,H019,Piso,Sur,6.0,4.37,3.24,A,0.2,1.52,No
412,2024-04-10,4,H010,Piso,Centro,8.0,5.44,2.72,B,0.18,1.47,No
413,2024-09-20,9,H007,Piso,Centro,7.0,4.8,2.56,A,0.2,1.47,No
414,2024-02-22,2,H045,Piso,Costa,7.0,4.15,,B,0.18,1.46,No
415,2024-02-29,2,H001,Piso,Centro,7.0,4.21,3.7,B,0.18,1.42,No
416,2024-04-17,4,H001,Adosado,Norte,11.0,4.4,2.75,B,0.18,1.29,Sí
417,2024-01-05,1,H017,Chalet,Norte,11.0,7.23,3.29,B,0.18,1.89,Sí
418,2024-04-12,4,H022,Chalet,Norte,13.0,7.22,2.87,A,0.2,2.02,Sí
419,2024-07-14,7,H036,Piso,Centro,9.0,4.8,1.8,A,0.2,1.32,No
420,2024-09-18,9,H014,Piso,Norte,7.0,3.28,3.98,B,0.18,1.31,No
421,2024-12-30,12,H006,Estudio,Norte,4.0,0.71,2.85,B,0.18,0.64,No
422,2024-12-15,12,H030,Chalet,Centro,12.0,7.16,2.23,C,0.23,2.16,No
423,2024-02-16,2,H046,Adosado,Sur,11.0,5.55,2.38,A,0.2,1.59,No
424,2024-12-20,12,H047,Piso,Sur,9.0,5.37,5.45,B,0.18,1.95,Sí
425,2024-11-06,11,H033,Piso,Costa,5.0,3.69,1.48,A,0.2,1.03,No
426,2024-11-03,11,H020,Piso,Centro,7.0,3.64,,B,0.18,0.96,No
427,2024-05-23,5,H016,Chalet,Norte,14.0,5.99,3.23,C,0.23,2.12,No
428,2024-09-25,9,H004,Adosado,Sur,13.0,6.04,2.11,C,0.23,,No
429,2024-05-03,5,H034,Adosado,Norte,,5.32,4.11,B,0.18,1.7,No
430,2024-04-15,4,H001,Adosado,Sur,8.0,5.62,4.03,C,0.23,2.22,No
431,2024-06-06,6,H013,Estudio,Sur,5.0,2.4,3.59,B,0.18,1.08,No
432,2024-05-26,5,H048,Piso,Norte,6.0,4.5,4.9,B,0.18,1.69,No
433,2024-05-24,5,H008,Adosado,Norte,10.0,6.38,3.86,A,0.2,2.05,No
434,2024-04-29,4,H022,Chalet,Norte,12.0,7.63,3.27,B,0.18,1.96,No
435,2024-11-14,11,H004,Piso,Sur,8.0,3.5,2.47,C,0.23,1.37,No
436,2024-10-01,10,H034,Chalet,Sur,12.0,7.2,2.53,B,0.18,1.75,No
437,2024-04-01,4,H060,Chalet,Norte,11.0,6.54,3.78,A,0.2,2.06,Sí
438,2024-02-27,2,H045,Piso,Centro,10.0,3.37,2.35,B,0.18,1.03,Sí
439,2024-12-11,12,H037,Piso,Norte,6.0,4.44,3.41,B,0.18,1.41,No
440,2024-08-16,8,H057,Chalet,Norte,12.0,8.26,3.02,C,0.23,2.59,No
441,2024-04-26,4,H023,Piso,Centro,6.0,4.14,3.45,C,0.23,1.75,No
442,2024-11-13,11,H020,Piso,Norte,5.0,4.74,3.14,B,0.18,1.42,Sí
443,2024-10-05,10,H053,Adosado,Norte,7.0,4.99,2.52,A,0.2,1.5,No
444,2024-05-06,5,H024,Chalet,Costa,13.0,8.06,2.78,C,0.23,2.49,No
445,2024-05-08,5,H027,Piso,Norte,7.0,4.51,3.47,A,0.2,1.6,No
446,2024-02-27,2,H013,Piso,Sur,6.0,3.98,2.27,A,0.2,1.25,No
447,2024-05-01,5,H005,Adosado,Centro,12.0,6.52,2.42,A,0.2,1.79,No
448,2024-01-01,1,H016,Piso,Sur,6.0,3.84,3.84,B,0.18,1.38,No
449,2024-08-26,8,H060,Piso,Centro,6.0,5.04,2.48,C,0.23,1.73,Sí
450,2024-10-16,10,H038,Adosado,Sur,8.0,5.76,,B,0.18,1.78,Sí
451,2024-04-05,4,H048,Piso,Sur,6.0,4.09,3.01,A,0.2,1.42,No
452,2024-05-05,5,H029,Chalet,Norte,17.0,7.19,3.14,A,0.2,2.07,Sí
453,2024-04-27,4,H026,Piso,Costa,9.0,4.21,1.42,B,0.18,1.01,No
454,2024-02-17,2,H022,Chalet,Centro,12.0,7.48,3.3,A,0.2,2.16,No
455,2024-03-29,3,H024,Adosado,Sur,,5.98,2.26,B,0.18,1.48,No
456,2024-08-24,8,H013,Estudio,Centro,6.0,3.56,1.82,A,0.2,1.08,No
457,2024-09-28,9,H043,Adosado,Norte,13.0,5.61,3.41,C,0.23,2.07,No
458,2024-07-07,7,H021,Piso,Centro,9.0,5.09,2.05,C,0.23,1.64,No
459,2024-07-10,7,H001,Piso,Norte,9.0,4.36,2.96,B,0.18,1.32,No
460,2024-03-09,3,H004,Piso,Norte,8.0,3.54,2.99,B,0.18,1.18,No
461,2024-10-04,10,H003,Adosado,Norte,8.0,5.74,3.78,C,0.23,2.19,No
462,2024-12-14,12,H050,Chalet,Norte,11.0,7.31,2.67,B,0.18,1.8,No
463,2024-09-03,9,H023,Estudio,Sur,5.0,2.97,2.16,B,0.18,0.92,No
464,2024-03-16,3,H016,Piso,Norte,5.0,3.86,3.26,C,0.23,1.64,No
465,2024-06-02,6,H045,Piso,Sur,6.0,4.96,2.33,A,0.2,1.46,No
466,2024-05-23,5,H013,Piso,Centro,5.0,3.79,1.65,B,0.18,0.98,No
467,2024-03-26,3,H039,Adosado,Centro,,5.35,3.42,A,0.2,1.75,No
468,2024-07-03,7,H031,Chalet,Norte,12.0,7.15,,C,0.23,2.63,No
469,2024-10-11,10,H024,Piso,Costa,7.0,4.39,1.4,B,0.18,1.04,Sí
470,2024-08-07,8,H047,Adosado,Sur,7.0,6.63,3.81,A,0.2,2.09,No
471,2024-03-09,3,H058,Piso,Norte,,4.23,4.7,A,0.2,1.79,No
472,2024-02-16,2,H015,Piso,Centro,8.0,4.56,1.87,A,0.2,1.29,Sí
473,2024-04-03,4,H005,Piso,Norte,7.0,4.55,3.03,A,0.2,1.52,No
474,2024-08-25,8,H049,Estudio,Costa,5.0,2.98,2.92,B,0.18,1.06,No
475,2024-07-22,7,H022,Estudio,Centro,7.0,2.33,2.1,A,0.2,0.89,No
476,2024-08-05,8,H022,Piso,Norte,8.0,3.89,3.97,A,0.2,1.57,No
477,2024-12-06,12,H011,Piso,Norte,6.0,3.4,5.16,A,0.2,1.71,No
478,2024-02-08,2,H024,Chalet,Centro,10.0,8.14,1.96,A,0.2,2.02,No
479,2024-04-09,4,H045,Chalet,Norte,13.0,8.89,5.24,A,0.2,2.83,Sí
480,2024-10-15,10,H010,Piso,Sur,7.0,2.88,4.77,B,0.18,1.38,No
481,2024-09-10,9,H047,Chalet,Centro,11.0,7.85,1.84,A,0.2,1.94,No
482,2024-08-09,8,H034,Adosado,Centro,8.0,4.95,2.33,A,0.2,1.46,No
483,2024-12-22,12,H011,Estudio,Sur,4.0,3.43,3.32,A,0.2,1.35,No
484,2024-01-23,1,H057,Adosado,Costa,9.0,5.49,2.82,B,0.18,1.5,No
485,2024-09-06,9,H043,Piso,Costa,7.0,4.35,1.63,A,0.2,1.2,No
486,2024-01-10,1,H029,Adosado,Centro,9.0,5.64,3.35,A,0.2,1.8,No
487,2024-09-02,9,H022,Piso,Costa,6.0,4.12,2.26,B,0.18,1.15,No
488,2024-11-20,11,H033,Chalet,Costa,14.0,7.76,2.43,B,0.18,1.83,No
489,2024-04-09,4,H057,Chalet,Costa,12.0,7.74,2.51,B,0.18,1.84,No
490,2024-10-16,10,H008,Adosado,Norte,10.0,5.76,4.27,A,0.2,2.01,No
491,2024-06-28,6,H058,Piso,Centro,7.0,3.73,5.63,B,0.18,1.68,Sí
492,2024-08-10,8,H049,Adosado,Norte,11.0,4.87,3.22,B,0.18,1.46,No
493,2024-09-06,9,H032,Chalet,Sur,12.0,7.68,3.15,A,0.2,2.17,No
494,2024-05-26,5,H040,Piso,Centro,6.0,4.55,1.98,A,0.2,1.31,Sí
495,2024-04-05,4,H045,Piso,Norte,9.0,3.37,2.66,B,0.18,1.09,No
496,2024-09-13,9,H023,Piso,Norte,8.0,4.73,5.0,B,0.18,1.75,No
497,2024-11-20,11,H005,Adosado,Centro,10.0,4.62,3.5,A,0.2,1.62,No
498,2024-01-04,1,H031,Piso,Centro,6.0,3.95,2.47,A,0.2,1.28,No
499,2024-01-16,1,H029,Piso,Sur,,3.15,2.9,A,0.2,1.21,No
500,2024-10-06,10,H006,Piso,Norte,6.0,4.86,2.94,C,0.23,1.79,Sí
501,2024-12-01,12,H052,Chalet,Costa,13.0,7.47,3.78,C,0.23,2.59,Sí
502,2024-09-03,9,H025,Chalet,Norte,12.0,6.55,2.86,B,0.18,1.69,No
503,2024-09-14,9,H025,Piso,Costa,8.0,3.84,2.07,A,0.2,1.18,No
504,2024-06-08,6,H031,Estudio,Norte,5.0,2.8,2.88,A,0.2,1.14,No
505,2024-12-05,12,H058,Adosado,Costa,8.0,5.86,1.74,C,0.23,,No
506,2024-05-31,5,H014,Piso,Costa,7.0,3.56,1.6,C,0.23,1.19,No
507,2024-06-26,6,H017,Chalet,Centro,13.0,7.19,3.76,A,0.2,2.19,Sí
508,2024-06-11,6,H016,Chalet,Sur,14.0,7.91,3.11,B,0.18,1.98,No
509,2024-02-02,2,H028,Adosado,Sur,10.0,6.74,2.48,C,0.23,2.12,No
510,2024-06-27,6,H009,Piso,Sur,7.0,5.42,3.64,B,0.18,1.63,Sí
511,2024-04-10,4,H051,Chalet,Centro,10.0,7.2,2.22,B,0.18,1.7,No
512,2024-09-24,9,H060,Piso,Centro,7.0,3.56,3.32,B,0.18,1.24,No
513,2024-11-18,11,H002,Adosado,Centro,11.0,6.19,1.52,A,0.2,1.54,Sí
514,2024-03-05,3,H004,Chalet,Norte,12.0,8.64,3.35,A,0.2,,Sí
515,2024-06-16,6,H020,Adosado,Norte,9.0,5.96,4.8,A,0.2,2.15,Sí
516,2024-11-25,11,H041,Piso,Costa,6.0,4.11,2.38,B,0.18,1.17,No
517,2024-02-12,2,H036,Estudio,Centro,4.0,2.24,1.75,C,0.23,0.92,No
518,2024-02-13,2,H037,Adosado,Sur,9.0,5.85,2.3,C,0.23,1.87,No
519,2024-10-11,10,H006,Adosado,Centro,9.0,4.85,5.01,C,0.23,2.27,No
520,2024-01-12,1,H052,Piso,Sur,6.0,3.66,2.51,B,0.18,1.11,No
521,2024-04-04,4,H001,Piso,Centro,6.0,4.12,2.31,A,0.2,1.29,No
522,2024-10-28,10,H045,Estudio,Sur,5.0,2.44,2.63,A,0.2,1.01,No
523,2024-09-09,9,H050,Estudio,Centro,6.0,2.63,3.73,C,0.23,1.46,No
524,2024-08-29,8,H003,Piso,Costa,7.0,4.77,2.74,A,0.2,1.5,No
525,2024-02-04,2,H052,Piso,Norte,7.0,3.81,2.7,B,0.18,1.17,No
526,2024-08-02,8,H037,Piso,Centro,7.0,3.46,1.73,B,0.18,0.93,No
527,2024-12-02,12,H045,Piso,Norte,5.0,3.94,3.43,A,0.2,1.47,No
528,2024-03-30,3,H042,Piso,Norte,9.0,3.63,3.15,B,0.18,1.22,Sí
529,2024-09-20,9,H058,Piso,Centro,7.0,3.63,2.88,B,0.18,1.17,No
530,2024-04-02,4,H003,Chalet,Norte,11.0,7.81,2.94,C,0.23,2.47,Sí
531,2024-03-30,3,H043,Piso,Norte,5.0,5.1,4.87,A,0.2,1.99,No
532,2024-04-24,4,H033,Estudio,Sur,4.0,2.95,4.22,A,0.2,1.43,No
533,2024-04-14,4,H059,Chalet,Centro,15.0,7.81,4.22,B,0.18,2.17,No
534,2024-07-14,7,H059,Piso,Sur,9.0,3.96,3.62,A,0.2,,No
535,2024-11-09,11,H015,Estudio,Centro,4.0,2.56,2.65,A,0.2,1.04,No
536,2024-04-23,4,H056,Chalet,Sur,13.0,8.19,2.63,C,0.23,2.49,No
537,2024-03-15,3,H056,Piso,Norte,6.0,4.73,2.74,A,0.2,1.49,No
538,2024-08-04,8,H004,Chalet,Norte,13.0,7.07,2.82,C,0.23,2.27,No
539,2024-10-03,10,H015,Piso,Centro,5.0,4.36,2.82,B,0.18,1.29,No
540,2024-09-05,9,H007,Adosado,Sur,9.0,5.73,3.88,B,0.18,1.73,No
541,2024-06-12,6,H047,Chalet,Costa,11.0,7.47,3.56,C,0.23,2.54,No
542,2024-12-22,12,H004,Piso,Sur,6.0,3.66,4.32,B,0.18,1.44,Sí
543,2024-07-10,7,H003,Chalet,Costa,12.0,6.73,2.81,C,0.23,,Sí
544,2024-08-14,8,H023,Chalet,Sur,13.0,8.91,2.92,A,0.2,2.37,No
545,2024-06-25,6,H014,Piso,Costa,12.0,3.47,2.07,C,0.23,1.27,No
546,2024-04-08,4,H006,Piso,Sur,7.0,3.13,4.25,C,0.23,1.7,Sí
547,2024-02-05,2,H033,Estudio,Sur,3.0,2.17,2.68,A,0.2,0.97,No
548,2024-04-05,4,H009,Chalet,Centro,12.0,7.93,2.88,A,0.2,2.16,No
549,2024-05-31,5,H012,Chalet,Norte,13.0,6.8,3.02,B,0.18,1.77,No
550,2024-05-30,5,H050,Chalet,Norte,12.0,7.07,3.59,A,0.2,2.13,No
551,2024-07-08,7,H035,Piso,Norte,10.0,2.92,3.16,A,0.2,1.22,No
552,2024-08-11,8,H053,Chalet,Norte,11.0,8.33,2.92,B,0.18,2.02,No
553,2024-02-06,2,H031,Adosado,Norte,9.0,4.89,5.21,A,0.2,2.02,No
554,2024-09-24,9,H051,Chalet,Norte,11.0,7.95,4.75,C,0.23,2.92,No
555,2024-07-01,7,H003,Chalet,Norte,11.0,6.46,4.33,B,0.18,1.94,No
556,2024-01-13,1,H056,Chalet,Centro,12.0,7.57,4.36,A,0.2,2.39,Sí
557,2024-10-05,10,H046,Adosado,Norte,7.0,6.1,4.21,C,0.23,2.37,No
558,2024-08-04,8,H036,Adosado,Norte,9.0,5.11,3.94,A,0.2,1.81,No
559,2024-12-20,12,H013,Adosado,Costa,9.0,6.12,2.94,B,0.18,1.63,No
560,2024-12-26,12,H013,Piso,Norte,7.0,3.78,3.77,C,0.23,1.74,No
561,2024-10-12,10,H058,Chalet,Norte,11.0,7.69,3.06,A,0.2,2.15,Sí
562,2024-09-29,9,H034,Adosado,Sur,9.0,5.99,4.71,B,0.18,1.93,No
563,2024-03-02,3,H021,Chalet,Norte,11.0,7.48,4.3,C,0.23,2.71,Sí
564,2024-03-24,3,H034,Adosado,Centro,10.0,4.68,2.34,B,0.18,1.26,No
565,2024-08-04,8,H042,Adosado,Sur,8.0,7.1,2.72,C,0.23,2.26,No
566,2024-12-07,12,H043,Piso,Centro,7.0,3.06,3.48,C,0.23,1.5,No
567,2024-07-05,7,H028,Piso,Costa,7.0,2.6,4.77,C,0.23,1.7,No
568,2024-01-19,1,H056,Chalet,Sur,13.0,9.21,4.55,B,0.18,2.48,No
569,2024-06-25,6,H047,Piso,Sur,8.0,4.74,2.16,B,0.18,1.24,No
570,2024-04-09,4,H035,Estudio,Sur,7.0,2.38,2.7,A,0.2,1.02,No
571,2024-08-20,8,H014,Piso,Norte,10.0,4.57,3.84,C,0.23,1.93,No
572,2024-03-16,3,H018,Piso,Norte,6.0,4.03,2.76,A,0.2,1.36,Sí
573,2024-09-21,9,H019,Estudio,Sur,5.0,2.95,3.98,B,0.18,1.25,Sí
574,2024-10-10,10,H019,Piso,Costa,6.0,3.4,2.51,A,0.2,1.18,No
575,2024-07-24,7,H033,Piso,Norte,9.0,4.96,3.34,A,0.2,1.66,Sí
576,2024-08-10,8,H051,Piso,Centro,5.0,3.91,5.24,A,0.2,1.83,Sí
577,2024-02-21,2,H035,Adosado,Norte,9.0,5.97,3.06,A,0.2,1.81,Sí
578,2024-12-04,12,H020,Piso,Norte,7.0,4.02,2.94,A,0.2,1.39,No
579,2024-05-23,5,H029,Piso,Centro,6.0,4.06,1.68,B,0.18,1.03,No
580,2024-03-09,3,H008,Estudio,Sur,8.0,2.58,3.23,C,0.23,1.34,No
581,2024-04-08,4,H025,Piso,Centro,10.0,4.55,3.71,B,0.18,1.49,No
582,2024-01-25,1,H017,Adosado,Sur,10.0,4.93,2.28,A,0.2,1.44,No
583,2024-02-22,2,H001,Piso,Norte,7.0,3.07,2.55,C,0.23,1.29,No
584,2024-05-30,5,H038,Piso,Costa,9.0,4.49,2.85,A,0.2,1.47,No
585,2024-05-23,5,H049,Adosado,Centro,12.0,5.78,2.24,B,0.18,1.44,Sí
586,2024-02-26,2,H060,Piso,Centro,5.0,3.81,2.44,A,0.2,1.25,No
587,2024-02-08,2,H053,Piso,Centro,7.0,4.53,,C,0.23,1.48,No
588,2024-04-18,4,H030,Adosado,Norte,9.0,4.91,5.24,C,0.23,,No
589,2024-06-29,6,H028,Chalet,Norte,12.0,7.23,5.49,B,0.18,2.29,No
590,2024-02-11,2,H033,Chalet,Centro,10.0,7.43,2.99,A,0.2,2.08,No
591,2024-07-04,7,H013,Piso,Sur,7.0,3.15,,B,0.18,1.83,No
592,2024-08-10,8,H024,Adosado,Norte,,4.93,,A,0.2,1.72,No
593,2024-05-01,5,H044,Piso,Centro,,4.25,5.07,A,0.2,1.86,No
